objname,ra,dec,distance,distance_err
ESO564-011,135.69237,-20.7252619,42.339,6.62
PGC3250089,340.501815,-25.4119,42.34,6.239
ESO534-024,341.31102,-22.7306454,42.345,6.187
ESO427-008,102.184548,-32.0990132,42.349,6.799
UGC10823,260.4021075,22.8407838,42.349,5.763
UGC03722,107.858967,54.3767162,42.355,5.18
PGC828767,2.0511195,-21.4012189,42.357,4.718
PGC3082141,196.206687,-13.1913333,42.358,5.944
UGC03006,64.355292,2.3710278,42.361,4.998
PGC675470,329.8557,-33.504968,42.367,6.05
PGC3186786,344.53365,-33.294998,42.368,5.714
PGC845843,133.9759275,-20.137188,42.369,6.501
PGC044906,195.3890625,-4.7752221,42.371,5.58
PGC3298161,193.5127005,-1.6199,42.384,5.574
SDSSJ134529.67+413831.0,206.3736945,41.6420248,42.386,7.209
UGC01716,33.4377915,4.1023056,42.394,4.48
PGC038250,181.245909,58.1072851,42.397,6.865
PGC3217304,52.0023,-29.9226,42.397,3.711
PGC1328402,177.764736,7.6936521,42.399,5.02
SDSSJ113137.44+332523.2,172.9059915,33.4232871,42.399,5.319
PGC053574,224.9601285,32.8032471,42.4,5.971
UGC04853,138.2553225,20.3653122,42.403,5.128
ESO504-016,177.143337,-25.9527522,42.404,6.792
NGC4428,186.8679555,-8.1679007,42.406,5.069
ESO506-011,187.1139495,-24.6368738,42.412,6.953
PGC183945,203.741334,-34.2173472,42.422,6.965
NGC4970,196.8906045,-24.0085694,42.432,6.851
UGC06747,176.5999935,13.8272359,42.432,5.053
PGC042849,190.9997295,62.3334484,42.437,6.852
PGC170113,166.9025835,-4.3418611,42.437,4.793
PGC143060,91.106025,8.344622,42.438,5.767
ESO555-026,90.7656465,-20.2966111,42.446,7.305
UGC04882,139.104816,42.9916684,42.446,6.134
PGC2172518,217.392831,40.8915077,42.455,6.663
UGC01663,32.5370835,7.6458889,42.456,4.626
UGC05728,158.782506,79.1505657,42.456,5.187
PGC792602,221.14863,-24.1909617,42.46,5.761
SDSSJ125520.99+081309.5,193.837464,8.2193238,42.464,5.471
PGC3093874,6.45555,-16.2074,42.47,4.197
NGC5891,229.055646,-11.4942083,42.473,5.588
PGC2193635,206.1447435,42.1695314,42.475,7.224
NGC1779,76.3251045,-9.1472361,42.491,5.71
NGC2947,144.024291,-12.4366528,42.491,6.36
PGC059232,253.581315,50.4755491,42.494,6.247
WINGSJ232343.54+142541.2,350.931261,14.4282181,42.498,4.752
NGC0827,32.2343745,7.9713611,42.503,4.576
ESO424-012,85.8871665,-27.6514722,42.51,5.774
PGC743554,8.088495,-28.2846093,42.51,4.442
PGC034501,169.4416695,7.6386465,42.515,4.651
NGC1588,67.6825305,0.664651,42.516,5.019
PGC035086,171.2551545,35.6292261,42.52,5.452
NGC3433,163.0160715,10.1482849,42.527,4.628
UGC11764,323.305065,8.0045,42.528,5.084
ESO367-008,109.1627505,-35.3734167,42.534,6.485
ESO507-014,192.0849735,-26.4645157,42.536,7.193
NGC5708,219.5677875,40.4567162,42.541,6.555
PGC042889,191.050245,62.2474566,42.55,6.842
ESO575-029,193.998591,-19.2690145,42.551,6.319
ESO564-026,137.4324825,-21.337626,42.554,6.796
PGC1349187,195.467523,8.5580277,42.556,5.442
PGC3081210,94.7632455,-29.3269474,42.557,6.543
IC3611,189.767199,13.3633938,42.56,5.591
UGC07179,182.741625,63.9145828,42.564,6.464
UGC07837,190.1480745,63.3498434,42.564,6.835
SDSSJ161813.55+203144.4,244.5566235,20.5289696,42.568,5.414
PGC031207,158.368506,57.0526607,42.569,5.935
PGC3208612,28.2189,-31.3465405,42.574,3.674
UGC06138,166.1664765,27.7236127,42.588,4.953
UGC05897,161.9227515,11.0771118,42.592,4.737
PGC2283026,203.7149265,46.5444606,42.597,7.095
IC0285,46.0258125,-12.015417,42.598,3.821
PGC090033,88.9456665,-19.0431944,42.61,7.145
NGC4433,186.911016,-8.2803408,42.613,5.065
PGC097136,89.239263,11.8251432,42.616,5.458
PGC049824,209.987838,38.2008859,42.617,6.987
PGC1292036,195.6741735,5.9582776,42.619,5.429
PGC3092748,195.299667,-4.9588333,42.621,5.578
UGC03844,111.6475095,43.2963548,42.622,5.152
UGC11515,301.235058,62.7978924,42.628,5.517
NGC5766,223.2897555,-21.3941144,42.632,5.867
PGC035688,173.375754,33.5075898,42.632,5.333
UGC04871,138.735288,39.261965,42.66,5.838
PGC3081514,134.0332215,-24.458276,42.663,6.722
ESO472-002,358.0175085,-25.859336,42.667,4.964
ESO489-052,96.335922,-22.7241278,42.685,7.42
SDSSJ090612.42+254701.1,136.5516885,25.7836372,42.689,5.173
UGC06862,178.3142265,11.6340906,42.693,5.157
ESO424-028,87.7361295,-30.0485283,42.698,5.675
SDSSJ021045.27-004808.7,32.6886345,-0.8024287,42.701,4.128
SDSSJ121004.99+261649.5,182.520816,26.280454,42.702,5.905
SDSSJ103932.40+473157.9,159.8842822,47.53240073,42.704,5.941
UGC05600,156.042,78.6289444,42.705,5.149
PGC768001,158.2790655,-26.4230799,42.706,6.642
UGC05609,156.092541,78.6092222,42.713,5.148
PGC925285,44.5525485,-14.3839195,42.715,3.579
PGC2179608,134.7969675,41.3427513,42.72,5.611
SDSSJ091549.46+093850.4,138.956046,9.647336,42.726,4.977
IC1081,224.7294375,-19.2390372,42.731,5.644
PGC2793645,221.4823635,38.6312914,42.735,6.507
UGC05570,155.195925,73.2842714,42.741,5.454
PGC045057,195.754536,7.852194,42.748,5.418
PGC686923,202.7897205,-32.73701,42.748,6.967
PGC137960,32.170458,71.03575,42.75,4.695
PGC3295850,192.132648,-2.5110591,42.753,5.536
ESO508-014,197.1346875,-23.347295,42.763,6.762
ESO539-007,4.7021205,-19.0077766,42.764,4.444
PGC3138807,204.472935,63.9194728,42.765,7.063
PGC959978,178.6005105,-11.9293654,42.765,4.733
PGC3298107,193.6356,1.1085,42.766,5.552
PGC101536,242.7979455,48.3344646,42.768,6.482
NGC1125,42.9184995,-16.6506667,42.772,3.549
SDSSJ074437.59+405259.8,116.1573335,40.88379846,42.774,5.481
NGC6829,296.78151,59.9071233,42.776,5.414
PGC060924,267.375666,18.5654722,42.781,5.429
ESO501-033,159.089328,-26.7730934,42.782,6.837
ESO551-030,70.6129995,-17.4545833,42.792,4.666
PGC3292908,180.63225,-2.3032,42.797,4.864
PGC778366,219.917313,-25.4904347,42.807,5.763
UGC01572,31.1825505,8.5430883,42.809,4.505
ESO555-005,87.916044,-18.0227477,42.81,6.864
PGC133663,3.9622785,-22.9197118,42.812,4.518
SDSSJ102339.35+123725.5,155.914053,12.6237404,42.813,4.884
PGC858511,9.650283,-19.1999991,42.814,4.134
ESO465-009,323.8131975,-30.8446739,42.817,6.466
PGC166091,113.829189,42.0939345,42.819,5.278
NGC6186,248.6062125,21.5408868,42.825,5.541
ESO501-068,159.8261355,-26.8399427,42.829,6.95
PGC021353,113.8982985,41.9636117,42.829,5.29
IC2143,86.719209,-18.7263889,42.831,6.663
SDSSJ130954.58+420907.2,197.4775485,42.151942,42.838,6.87
UGC10899,263.399544,20.7675766,42.841,5.612
UGC10961,265.7251125,58.7919444,42.846,5.775
PGC135684,55.4351505,-2.0024385,42.853,4.849
PGC085185,322.515762,-2.8092106,42.86,5.4
PGC2323111,169.615374,48.6822422,42.86,6.303
NGC6427,265.9107915,25.4938889,42.861,5.518
PGC1144067,318.905631,-0.4086491,42.861,5.231
PGC159164,202.9009665,-32.9810311,42.864,6.977
PGC1037109,207.8489115,-6.0695349,42.868,5.796
SDSSJ121232.02+251553.3,183.1333845,25.2648219,42.871,5.961
PGC104518,179.2572225,-12.5952883,42.876,4.845
ESO424-017,86.1639315,-28.5546,42.882,5.648
SDSSJ175211.29+243059.0,268.0480399,24.51714173,42.883,5.358
PGC790062,193.5263745,-24.4272104,42.885,6.952
PGC016553,75.2567505,-8.9570556,42.887,5.692
SDSSJ125426.85+582348.9,193.6117935,58.3970579,42.888,7.147
NGC2782,138.521169,40.1137263,42.889,5.854
PGC2214975,139.0990545,43.1886205,42.889,6.025
PGC3139142,251.233551,64.2650073,42.904,6.203
ESO538-021,1.4417385,-22.0773988,42.907,4.771
ESO539-005,4.2925515,-19.3014562,42.91,4.493
PGC044471,194.627574,-15.5331359,42.91,6.014
NGC4108B,181.7981835,67.2352346,42.912,6.217
PGC668141,58.650471,-34.0310623,42.916,3.812
PGC1418410,151.7771685,12.8975665,42.918,4.879
SDSSJ115748.11+120218.5,179.4505005,12.0389464,42.919,5.209
UGC03311,83.32305,79.372002,42.931,4.774
PGC3137916,262.569399,62.4268106,42.935,6.072
UGC04623,133.296333,76.4860556,42.941,5.133
PGC026857,141.9784305,44.5061243,42.962,5.648
PGC3213641,42.1358475,-31.5744839,42.973,3.674
NGC2049,85.8137505,-30.0783333,42.989,5.353
NGC4989,197.316936,-5.3963053,42.997,5.593
HIPASSJ0605-14,91.2689235,-14.0977216,42.998,7.227
NGC7444,345.0373275,-12.8342719,43.002,5.759
PGC086031,109.4068785,-22.3534843,43.004,7.006
PGC1519789,124.0147125,16.9010002,43.007,5.072
IC0402,76.5620145,-9.1072087,43.01,5.684
NGC3364,162.124125,72.4250556,43.012,5.434
PGC2342015,169.694616,49.4054077,43.028,6.387
PGC817614,223.3824435,-22.2121252,43.028,5.88
ESO404-041,333.1511055,-35.9583211,43.034,5.79
UGC05682,157.7892825,78.8876627,43.034,5.1
PGC087310,329.33211,8.3263273,43.039,5.373
PGC3305249,220.5898335,-0.4879557,43.04,5.343
PGC3177471,32.0298,-33.178501,43.044,3.627
NGC2574,125.2006665,-8.9184167,43.051,5.923
UGC04626,132.7534875,24.3214999,43.051,4.75
NGC5403,209.9614095,38.1822897,43.054,6.964
PGC2806981,151.8883695,13.1066276,43.064,4.905
PGC1504359,236.290725,16.2504198,43.067,4.931
NGC3735,173.988792,70.5356348,43.07,5.852
UGC04204,121.353195,55.9501385,43.076,5.28
PGC744203,159.338208,-28.2334444,43.081,7.057
PGC1320948,354.669582,7.4031678,43.084,4.788
PGC1341454,148.1463195,8.1990796,43.087,5
PGC1412440,155.859594,12.5950221,43.088,4.933
SDSSJ133732.72+444736.3,204.386364,44.7934974,43.095,7.061
SDSSJ110630.38+272340.3,166.626633,27.39457,43.097,4.965
NGC4162,182.9687685,24.1235257,43.1,4.97
PGC069755,342.115584,15.9163177,43.102,4.995
UGC04982,140.762844,44.5549042,43.103,5.806
PGC072011,354.771834,7.8140556,43.112,4.722
SDSSJ000947.21-004121.5,2.4467355,-0.6893298,43.112,4.054
NGC2785,138.8129535,40.9179271,43.114,5.865
IC4263,202.1385885,46.9271625,43.119,7.11
ESO490-046,101.836875,-25.6161667,43.121,7.311
NGC4890,195.1629465,-4.6043385,43.121,5.571
NGC5324,208.0245945,-6.058397,43.125,5.791
PGC039634,184.801572,6.3815991,43.135,5.269
PGC715428,196.8079275,-30.5875287,43.139,7.932
PGC902799,310.328106,-16.0734825,43.139,5.438
SDSSJ090454.43+475152.7,136.226724,47.8646759,43.14,5.806
NGC4779,193.461819,9.7100253,43.141,5.462
PGC3174307,20.04165,-33.2365,43.153,4.051
NGC2856,141.0666675,49.24915,43.169,5.804
NGC4939,196.059813,-10.3395694,43.173,5.773
PGC070998,349.5677085,6.8254722,43.18,5.091
PGC3093541,143.8445415,-12.3596806,43.183,6.024
PGC2806898,137.232507,21.3602078,43.186,5.05
UGC06711,176.123958,69.7297778,43.193,6.005
SDSSJ003733.50-065519.0,9.38940345,-6.92219393,43.193,3.851
PGC2151881,208.103664,39.557592,43.194,7.035
PGC044095,193.9927155,-1.3476708,43.196,5.55
UGC03855,112.054125,58.5067222,43.205,5.439
UGC06176,166.8528285,21.6571108,43.206,4.99
PGC1062224,193.813842,-4.1463911,43.227,5.563
PGC1074684,194.7713835,-3.204323,43.227,5.57
2MASXJ10370442-3121568,159.2684175,-31.3657483,43.238,7.626
SDSSJ120117.30+311632.0,180.3216594,31.27724077,43.238,5.799
PGC017240,81.109917,71.19275,43.242,4.752
NGC7450,345.1992735,-12.918485,43.243,5.72
SDSSJ204737.50-153201.9,311.9060866,-15.53392723,43.243,5.426
IC0401,76.0817295,-10.0766091,43.247,5.56
PGC3213749,40.69125,-31.632601,43.247,3.606
UGC01454,29.6457885,3.2572418,43.252,4.38
PGC064822,307.5354585,-15.2277142,43.253,5.423
PGC3265223,177.6954,-3.2618001,43.254,4.725
SDSSJ142331.23+532625.7,215.8801425,53.4404521,43.26,7.187
NGC2750,136.4496795,25.43749,43.272,5.039
PGC020882,110.7677085,58.09675,43.273,5.436
UGC03714,108.1362915,71.7505278,43.276,4.644
SDSSJ073319.04+423243.1,113.3294955,42.5453788,43.286,5.207
PGC049734,209.5959915,22.8879939,43.293,5.725
PGC3322874,343.3608,-17.822599,43.293,6.039
UGC06194,167.252478,22.9295372,43.294,4.981
ESO581-017,225.4800285,-18.6086514,43.297,5.595
UGC03878,113.096568,72.9086921,43.299,4.607
UGC03845,111.677916,47.0939444,43.3,4.04
NGC1182,45.870327,-9.6713179,43.304,3.904
UGC06714,176.1626415,67.9558478,43.305,6.164
ESO512-018,220.8913785,-24.4608079,43.309,5.739
PGC2124430,220.795365,38.3457985,43.309,6.443
WINGSJ005703.50-012442.6,14.2647195,-1.4117919,43.313,3.777
SDSSJ172730.51+622729.0,261.8770515,62.4580387,43.315,6.085
PGC070057,344.077977,-16.5765273,43.317,6.036
PGC3269522,192.4176,-4.057,43.327,5.536
PGC1387598,179.1367635,11.0077922,43.333,5.162
NGC2764,137.0727015,21.4432902,43.336,5.035
SDSSJ161209.76+194358.0,243.040863,19.7329225,43.337,5.038
PGC040114,185.6655645,6.2266063,43.34,5.235
NGC5810,225.6779925,-17.8679683,43.355,5.537
PGC3174050,21.3375,-33.023998,43.359,4.063
PGC029466,151.9879635,13.2273534,43.361,4.957
SDSSJ124459.26+525203.5,191.246961,52.8676306,43.365,7.122
ESO581-012,225.020364,-22.6571769,43.368,5.846
UGC03765,109.008216,56.8180406,43.373,5.376
PGC064834,307.6094745,-16.7400864,43.392,5.427
ESO547-004,45.878412,-20.1754457,43.393,3.873
PGC024031,128.516802,52.0020899,43.394,5.353
PGC3209930,34.9923,-28.5432,43.402,3.739
UGC08046,193.7665935,58.7911978,43.402,7.133
PGC032257,161.974758,10.8977934,43.404,4.875
PGC936662,95.3055435,-13.5349608,43.405,7.167
ESO432-002,130.2121995,-32.046528,43.406,7.134
PGC1345197,193.556445,8.358672,43.408,5.422
NGC6306,256.9039725,60.7287914,43.412,6.268
SDSSJ063339.00+262905.0,98.41241606,26.48295237,43.416,5.022
UGC03838,112.0477995,72.573013,43.417,4.614
PGC008377,32.84685,2.3418281,43.42,4.258
SDSSJ095141.30+202227.8,147.9221625,20.3744703,43.43,4.847
PGC1310822,350.8566855,6.9542508,43.432,5.079
PGC1337305,193.358409,8.0355345,43.432,5.419
PGC1638595,200.1749625,20.9100431,43.438,5.912
PGC916222,199.6662075,-15.0637632,43.45,6.177
PGC3306772,2.19405,-5.0424,43.453,4.452
PGC083870,198.8834385,-16.4808381,43.456,6.309
PGC031245,158.502792,-27.7293287,43.462,6.65
IC3631,189.950043,12.9739372,43.464,5.519
NGC5791,224.692542,-19.2668765,43.468,5.708
PGC3210664,36.6873,-29.178499,43.476,3.731
PGC2800764,87.4805685,-24.1341934,43.478,6.556
UGC11509,300.456825,57.027275,43.484,5.03
SDSSJ151454.61+341439.0,228.727503,34.244239,43.493,5.782
NGC1993,83.8565895,-17.815237,43.495,6.373
PGC3233576,358.2251925,-25.4012947,43.497,4.898
SDSSJ095030.30+082136.0,147.626304,8.360003,43.497,5
SDSSJ115700.18+590313.6,179.250753,59.0537933,43.498,6.772
PGC035724,173.516655,-7.6222967,43.501,4.738
IC3152,184.899894,-26.145538,43.503,7.08
PGC849351,224.5193805,-19.8737302,43.503,5.797
2MASXJ10315596+0400122,157.983264,4.0033362,43.505,4.883
PGC1116043,195.8397,-1.5494,43.507,5.552
UGC08409,200.753727,23.3064026,43.508,6.042
PGC2228154,112.437681,43.7458454,43.51,5.326
PGC033108,164.909046,-15.5263437,43.512,5.036
PGC142914,350.7745005,8.3596944,43.518,5.104
NGC4210,183.816015,65.9853551,43.521,6.224
PGC962326,88.259709,-11.7388056,43.522,6.755
PGC822312,162.9547005,-21.8895886,43.526,5.474
PGC2172985,138.6481965,40.9233632,43.527,5.714
UGC04889,139.1394135,39.8727937,43.528,5.612
ESO368-001,111.581166,-35.3298333,43.532,6.352
PGC3094409,305.8444005,-20.3169806,43.532,5.446
PGC730138,357.3092055,-29.3720956,43.532,5.087
ESO425-014,93.261333,-27.7298194,43.536,6.709
SDSSJ101033.92+123539.7,152.6413995,12.5943881,43.539,4.991
SDSSJ082029.19+032934.9,125.121621,3.4930562,43.541,5.06
SDSSJ100034.17+271901.4,150.142521,27.3170079,43.55,4.801
ESO540-003,8.914488,-20.1253039,43.555,4.187
NGC7392,342.953079,-20.6081581,43.555,5.83
PGC1179805,234.8697405,0.9435488,43.561,4.56
NGC6460,267.376416,20.7638056,43.584,5.249
PGC031046,157.826514,41.040711,43.589,5.39
PGC040855,186.861708,-8.3256667,43.589,5.047
ESO554-027,85.7754765,-20.5212907,43.592,6.458
PGC048260,204.763119,43.5662499,43.594,7.073
PGC020412,108.280209,71.6703333,43.6,4.691
PGC931808,95.50554,-13.8908995,43.609,7.135
PGC049718,209.602518,22.9268292,43.613,5.678
PGC083619,193.247259,-15.3638362,43.626,5.851
PGC757858,159.4933755,-27.2394722,43.632,6.443
PGC1145574,234.0644955,-0.349355,43.635,4.577
SDSSJ013918.59-002730.4,24.8274825,-0.4584552,43.638,3.877
UGC05686,157.678335,74.2275172,43.639,5.275
ESO501-009,158.2427085,-27.6701111,43.644,6.378
UGC10872,261.826587,61.1776995,43.645,6.081
PGC2654321,190.9277865,63.3612153,43.646,6.726
PGC093031,350.744916,7.67334,43.647,5.124
PGC820306,227.561205,-22.025538,43.65,5.747
SDSSJ141645.66+363112.8,214.190238,36.5202302,43.654,6.453
PGC913773,84.0526035,-15.2439444,43.669,6.477
PGC3251013,339.098715,-26.293699,43.671,6.073
PGC1133411,170.937849,-0.8384446,43.678,4.595
PGC1224445,235.1951955,2.360103,43.684,4.569
UGC08155,195.8112795,7.8022602,43.686,5.365
UGC10413,247.362936,21.3366323,43.694,5.335
ESO399-017,300.507168,-34.7562348,43.695,5.683
SDSSJ120713.47+270360.0,181.806141,27.0667191,43.696,5.852
PGC1161933,189.872355,0.2852014,43.7,5.326
PGC054811,230.3997915,-12.0933889,43.704,5.547
PGC138185,7.084593,1.8386359,43.706,4.09
PGC3293713,183.3788895,1.427612,43.715,5.083
UGC05454,151.795752,12.6513756,43.719,5.025
PGC023540,125.895708,3.2208513,43.727,5.007
PGC1323176,350.657622,7.4922661,43.727,5.14
PGC778902,36.2193165,-25.4457345,43.736,3.663
PGC989253,7.9198365,-9.5762388,43.738,4.061
ESO534-021,341.1443835,-22.9918778,43.743,5.908
PGC087126,199.5316695,24.7423643,43.749,6.278
UGC05049,142.2307185,49.2385007,43.762,5.655
PGC001825,7.449921,1.855046,43.763,4.072
UGC12369,346.7558475,5.9961144,43.77,5.194
PGC070647,347.8305345,4.9808096,43.783,5.267
SDSSJ114436.38+192839.5,176.151594,19.4778014,43.787,5.15
NGC5369,209.1567495,-5.4698889,43.792,5.77
SDSSJ124528.73+630032.1,191.3698965,63.0089516,43.803,6.755
PGC2148943,206.992938,39.3894834,43.807,7.03
SDSSJ133713.96+443527.4,204.307785,44.5909585,43.813,6.995
PGC060998,267.844179,18.748754,43.814,5.289
PGC097239,310.5616665,65.8173611,43.827,5.204
SDSSJ123028.68+635513.7,187.6192995,63.9204101,43.838,6.552
NGC6417,265.4493255,23.6720393,43.844,5.442
ESO603-021,342.8417715,-20.2469407,43.859,5.761
PGC029056,150.504006,59.2522917,43.862,5.802
PGC035873,174.0105495,32.3856644,43.865,5.247
PGC015175,67.0232805,-14.7720587,43.867,4.675
NGC1196,45.896583,-12.0763611,43.87,4
ESO564-010,135.6871755,-20.7143003,43.875,6.549
PGC1397368,231.0535875,11.6938853,43.882,4.641
UGC05689,157.6912245,73.8854228,43.888,5.267
PGC019975,104.892834,59.5184167,43.9,2.02
NGC3153,153.210387,12.6666634,43.902,5.057
ESO491-020,107.445291,-27.5689722,43.909,6.567
PGC178498,81.851244,-17.5061538,43.91,6.082
PGC1062175,190.340493,-4.1497852,43.913,5.276
SDSSJ084555.38+413118.0,131.4807345,41.5216695,43.916,5.388
PGC029321,151.4632455,12.9612721,43.929,5.051
IC0591,151.8653685,12.2745018,43.936,5.066
PGC1175879,181.052247,0.8025671,43.938,4.886
PGC743904,159.485208,-28.2578889,43.941,6.339
ESO603-020,342.7582965,-20.2672375,43.953,5.739
PGC755655,158.840334,-27.3906111,43.953,6.294
PGC969562,3.7503195,-11.1343933,43.961,4.321
PGC3231897,357.140235,-30.6709,43.976,5.086
SDSSJ074405.51+464234.2,116.0229975,46.709535,43.978,5.403
UGC09324,217.462338,44.4476277,43.981,6.832
2MASXJ10284923-3129509,157.205022,-31.4978374,43.989,7.557
AGC205105,150.712548,14.5533472,43.989,5
PGC3087595,241.2959955,46.3919248,43.998,6.558
PGC160364,224.7347715,-19.5428931,44,5.789
PGC1965962,203.2624875,31.8168523,44.004,6.395
NGC3390,162.018168,-31.5332681,44.008,7.553
PGC028887,149.931228,11.6607552,44.023,5.011
PGC073809,18.2125305,-35.9486474,44.024,4.152
IC1210,243.6255,62.5366944,44.029,6.214
PGC142884,174.755214,31.4876659,44.029,5.225
ESO510-013,208.7680485,-26.7808846,44.037,6.299
PGC3323079,344.08035,-17.067499,44.044,5.722
PGC772347,158.028108,-26.0309331,44.052,6.27
PGC024778,132.25161,-7.8298862,44.053,5.461
SDSSJ075843.75+324419.7,119.6822415,32.7388059,44.063,5.095
PGC3137734,260.8991895,61.8237307,44.071,6.076
IC1474,348.2136765,5.8060691,44.079,5.245
PGC083910,199.228197,-16.0555448,44.085,6.293
UGC11648,313.2898395,67.1758099,44.089,5.222
SDSSJ121534.18+660758.2,183.892347,66.132876,44.091,6.177
PGC071692,353.059791,2.4093333,44.104,5.052
PGC3093305,61.5317385,-10.391001,44.106,4.736
PGC3208624,28.19715,-31.3445,44.117,3.555
SDSSJ113102.13+621443.0,172.759089,62.2450314,44.117,6.241
NGC3689,172.0460145,25.6610799,44.125,5.158
PGC045169,196.057146,-11.5126528,44.13,5.797
PGC020734,110.171655,58.2072731,44.132,5.444
PGC213567,136.5038505,25.3760114,44.133,4.879
PGC3322734,342.82005,-17.245899,44.136,5.789
ESO507-062,194.846412,-27.4269409,44.137,7.959
NGC4933C,196.004883,-11.4906392,44.137,5.795
UGC04883,139.6340505,74.3191954,44.14,5.058
UGC04874,138.815175,48.6648798,44.147,5.793
IC0438,88.250313,-17.8760556,44.161,6.9
NGC6359,259.4708505,61.7807683,44.164,6.094
PGC3257847,156.6057,-3.6286,44.167,5.172
SDSSJ010630.99-021147.9,16.62922989,-2.19697215,44.169,3.887
UGC08899,209.7307815,21.9884832,44.175,5.539
PGC040371,186.1087995,7.1135001,44.176,5.181
PGC053267,223.5488355,30.2095103,44.176,5.687
PGC2323268,138.966933,48.6888478,44.177,5.782
UGC03697,107.843973,71.8363893,44.186,4.775
PGC903944,2.189325,-15.98115,44.187,4.562
PGC132188,63.243993,-34.4881075,44.188,3.685
PGC899041,64.2350205,-16.3674861,44.19,4.514
UGC06717,176.1910995,9.2130003,44.192,4.946
PGC031637,159.638376,-26.7940918,44.193,6.251
PGC3271664,195.339891,-4.4430056,44.193,5.555
